"latitude","longitude","total_user_spot"
"41.347556000000004","2.0387209999999998","12"
"41.320565000000002","2.128690999999999","2"
"41.356553000000005","2.1466849999999988","14"
"41.374547000000007","2.0657119999999995","8"
"41.383544000000008","2.0837059999999994","6"
"41.437526000000013","2.2276579999999981","10"
"41.338559000000004","2.0387209999999998","8"
"41.374547000000007","2.0747089999999995","8"
"41.401538000000009","2.1016999999999992","12"
"41.374547000000007","2.0927029999999993","8"
"41.365550000000006","2.0837059999999994","9"
"41.392541000000008","2.0927029999999993","9"
"41.374547000000007","2.2006669999999984","9"
"41.320565000000002","2.0927029999999993","7"
"41.41053500000001","2.1196939999999991","16"
"41.365550000000006","2.0477179999999997","6"
"41.428529000000012","2.1376879999999989","14"
"41.41053500000001","2.0567149999999996","4"
"41.311568000000001","2.0477179999999997","3"
"41.356553000000005","2.0567149999999996","5"
"41.374547000000007","2.1106969999999992","17"
"41.311568000000001","2.1196939999999991","11"
"41.356553000000005","2.0837059999999994","17"
"41.329562000000003","2.1016999999999992","5"
"41.338559000000004","2.128690999999999","3"
"41.302571","2.128690999999999","4"
"41.392541000000008","2.2366549999999981","1"
"41.356553000000005","2.0927029999999993","16"
"41.41053500000001","2.0747089999999995","1"
"41.383544000000008","2.0747089999999995","8"
"41.329562000000003","2.128690999999999","8"
"41.365550000000006","2.0567149999999996","10"
"41.392541000000008","2.0747089999999995","4"
"41.374547000000007","2.2726429999999977","1"
"41.338559000000004","2.0477179999999997","5"
"41.383544000000008","2.2096639999999983","9"
"41.320565000000002","2.1016999999999992","12"
"41.329562000000003","2.0837059999999994","13"
"41.347556000000004","2.1466849999999988","9"
"41.365550000000006","2.2006669999999984","7"
"41.392541000000008","2.2186609999999982","6"
"41.428529000000012","2.1106969999999992","8"
"41.392541000000008","2.0567149999999996","2"
"41.437526000000013","2.1016999999999992","3"
"41.347556000000004","2.0567149999999996","5"
"41.338559000000004","2.1736759999999986","7"
"41.437526000000013","2.2006669999999984","5"
"41.437526000000013","2.2096639999999983","6"
"41.311568000000001","2.0387209999999998","3"
"41.374547000000007","2.2096639999999983","8"
"41.311568000000001","2.0837059999999994","7"
"41.428529000000012","2.0927029999999993","9"
"41.392541000000008","2.0657119999999995","1"
"41.311568000000001","2.1376879999999989","2"
"41.374547000000007","2.2366549999999981","1"
"41.347556000000004","2.1196939999999991","9"
"41.374547000000007","2.2546489999999979","1"
"41.437526000000013","2.128690999999999","6"
"41.428529000000012","2.1016999999999992","6"
"41.311568000000001","2.1016999999999992","5"
"41.329562000000003","2.1376879999999989","3"
"41.392541000000008","2.0387209999999998","3"
"41.338559000000004","2.1466849999999988","7"
"41.338559000000004","2.0927029999999993","5"
"41.437526000000013","2.245651999999998","7"
"41.347556000000004","2.1736759999999986","10"
"41.401538000000009","2.2276579999999981","6"
"41.356553000000005","2.1916699999999985","4"
"41.383544000000008","2.0567149999999996","5"
"41.356553000000005","2.2006669999999984","8"
"41.320565000000002","2.1466849999999988","8"
"41.401538000000009","2.0387209999999998","1"
"41.338559000000004","2.1106969999999992","5"
"41.437526000000013","2.1556819999999988","7"
"41.356553000000005","2.0477179999999997","6"
"41.419532000000011","2.0567149999999996","7"
"41.356553000000005","2.0297239999999999","3"
"41.365550000000006","2.0297239999999999","8"
"41.347556000000004","2.1376879999999989","4"
"41.338559000000004","2.0747089999999995","3"
"41.428529000000012","2.0297239999999999","3"
"41.437526000000013","2.0387209999999998","3"
"41.311568000000001","2.0747089999999995","5"
"41.338559000000004","2.0297239999999999","1"
"41.41053500000001","2.0837059999999994","5"
"41.41053500000001","2.2366549999999981","3"
"41.338559000000004","2.0837059999999994","4"
"41.338559000000004","2.1916699999999985","3"
"41.365550000000006","2.0387209999999998","4"
"41.401538000000009","2.0477179999999997","3"
"41.401538000000009","2.0567149999999996","2"
"41.329562000000003","2.0477179999999997","4"
"41.347556000000004","2.0927029999999993","6"
"41.311568000000001","2.1916699999999985","1"
"41.320565000000002","2.0747089999999995","7"
"41.329562000000003","2.0747089999999995","4"
"41.392541000000008","2.0477179999999997","2"
"41.437526000000013","2.0567149999999996","1"
"41.347556000000004","2.0297239999999999","2"
"41.329562000000003","2.1646789999999987","5"
"41.329562000000003","2.0657119999999995","4"
"41.428529000000012","2.2006669999999984","6"
"41.383544000000008","2.2186609999999982","2"
"41.338559000000004","2.0567149999999996","4"
"41.437526000000013","2.0657119999999995","2"
"41.338559000000004","2.1646789999999987","5"
"41.329562000000003","2.1556819999999988","6"
"41.374547000000007","2.245651999999998","2"
"41.338559000000004","2.1196939999999991","5"
"41.311568000000001","2.0657119999999995","4"
"41.311568000000001","2.128690999999999","5"
"41.347556000000004","2.245651999999998","4"
"41.41053500000001","2.0927029999999993","4"
"41.374547000000007","2.0387209999999998","3"
"41.401538000000009","2.0837059999999994","3"
"41.302571","2.0657119999999995","4"
"41.419532000000011","2.0657119999999995","3"
"41.329562000000003","2.2006669999999984","4"
"41.428529000000012","2.0657119999999995","3"
"41.338559000000004","2.1556819999999988","2"
"41.320565000000002","2.0837059999999994","4"
"41.311568000000001","2.2006669999999984","4"
"41.302571","2.0567149999999996","4"
"41.41053500000001","2.0387209999999998","3"
"41.338559000000004","2.1826729999999985","4"
"41.401538000000009","2.0747089999999995","2"
"41.374547000000007","2.0477179999999997","2"
"41.338559000000004","2.1016999999999992","3"
"41.329562000000003","2.1106969999999992","1"
"41.428529000000012","2.0747089999999995","2"
"41.365550000000006","2.2096639999999983","1"
"41.392541000000008","2.2276579999999981","3"
"41.347556000000004","2.2276579999999981","2"
"41.374547000000007","2.2186609999999982","3"
"41.329562000000003","2.1196939999999991","3"
"41.320565000000002","2.1106969999999992","3"
"41.41053500000001","2.0297239999999999","2"
"41.311568000000001","2.0297239999999999","3"
"41.41053500000001","2.0657119999999995","1"
"41.392541000000008","2.0837059999999994","3"
"41.320565000000002","2.0657119999999995","3"
"41.320565000000002","2.0477179999999997","2"
"41.356553000000005","2.2546489999999979","1"
"41.338559000000004","2.2276579999999981","2"
"41.365550000000006","2.2186609999999982","2"
"41.347556000000004","2.2186609999999982","2"
"41.428529000000012","2.245651999999998","2"
"41.320565000000002","2.1196939999999991","2"
"41.329562000000003","2.0387209999999998","1"
"41.428529000000012","2.0837059999999994","2"
"41.302571","2.0927029999999993","1"
"41.41053500000001","2.245651999999998","2"
"41.383544000000008","2.2276579999999981","2"
"41.329562000000003","2.1466849999999988","2"
"41.419532000000011","2.0837059999999994","2"
"41.374547000000007","2.0567149999999996","2"
"41.302571","2.1466849999999988","1"
"41.374547000000007","2.2276579999999981","2"
"41.347556000000004","2.2006669999999984","2"
"41.329562000000003","2.1736759999999986","2"
"41.320565000000002","2.0567149999999996","2"
"41.356553000000005","2.0387209999999998","2"
"41.302571","2.1916699999999985","1"
"41.374547000000007","2.0297239999999999","1"
"41.338559000000004","2.2816399999999977","1"
"41.347556000000004","2.2366549999999981","1"
"41.365550000000006","2.2546489999999979","1"
"41.311568000000001","2.0567149999999996","1"
"41.437526000000013","2.2546489999999979","1"
"41.338559000000004","2.2726429999999977","1"
"41.302571","2.1826729999999985","1"
"41.347556000000004","2.1916699999999985","1"
"41.320565000000002","2.1736759999999986","1"
"41.320565000000002","2.2006669999999984","1"
"41.428529000000012","2.2816399999999977","1"
"41.419532000000011","2.0297239999999999","1"
"41.338559000000004","2.1376879999999989","1"
"41.338559000000004","2.2006669999999984","1"
"41.338559000000004","2.0657119999999995","1"
"41.311568000000001","2.245651999999998","1"
"41.374547000000007","2.2816399999999977","1"
"41.437526000000013","2.0477179999999997","1"
"41.356553000000005","2.2186609999999982","1"
"41.401538000000009","2.0927029999999993","1"
"41.356553000000005","2.2276579999999981","1"
"41.320565000000002","2.1916699999999985","1"
"41.392541000000008","2.2636459999999978","1"
"41.320565000000002","2.1556819999999988","1"
"41.365550000000006","2.2726429999999977","1"
"41.320565000000002","2.0297239999999999","1"
"41.320565000000002","2.1826729999999985","1"
"41.329562000000003","2.0567149999999996","1"
"41.356553000000005","2.2096639999999983","1"
"41.302571","2.0387209999999998","1"
"41.392541000000008","2.0297239999999999","1"
"41.311568000000001","2.1736759999999986","1"
"41.383544000000008","2.2366549999999981","1"
"41.311568000000001","2.1466849999999988","1"
"41.329562000000003","2.0297239999999999","1"
"41.401538000000009","2.245651999999998","1"
